CODIGO,TIPO,CONCEPTO,tipo_catalogo
4306,,DE RIESGOS EN CURSO-OTROS SEGUROS GENERALES,5
4306010,,Rotura de Cristales,5
4306020,,Transporte marítimo,5
4306030,,Transporte aéreo,5
4306040,,Transporte terrestre,5
4306050,,Marítimos casco,5
4306060,,Aviación,5
4306070,,Robo y hurto,5
4306080,,Fidelidad,5
4306090,,Seguro de bancos,5
4306100,,Todo riesgo para contratistas,5
4306110,,Todo riesgo equipo para contratistas,5
4306120,,Rotura de maquinaria,5
4306130,,Montaje contra todo riesgo,5
4306140,,Todo riesgo equipo electrónico,5
4306150,,Calderos,5
4306160,,Lucro cesante por interrupción de negocios,5
4306170,,Lucro cesante rotura de maquinaria,5
4306180,,Responsabilidad civil,5
4306190,,Riesgos profesionales,5
4306200,,Ganadero,5
4306210,,Agrícola,5
4306220,,Domiciliario,5
4306230,,Crédito interno,5
4306240,,Crédito a la exportación,5
4306250,,Misceláneos,5
4307,,DE RIESGOS EN CURSO DE FIANZAS,5
4307010,,Fidelidad,5
4307020,,Garantía,5
4307030,,Motoristas,5
4308,,DE PREVISION Y CONTINGENCIAL DE FIANZAS,5
4308010,,De previsión para riesgo contingencial de terremoto,5
4308020,,De previsión para riesgos especiales,5
4308030,,Extraordinaria de previsión para otros riesgos cíclicos y fluctuantes,5
4308040,,Reserva Contingencial de Fianzas (3),5
43,,GASTOS POR INCREMENTO DE RESERVAS TÉCNICAS (1),5
4309,,RECLAMOS EN TRÁMITE,5
4309010,,De seguros de vida,5
4309020,,De seguros previsionales rentas y pensiones,5
4309030,,De seguros de accidentes y enfermedades,5
430903001,,Salud y hospitalización,5
430903002,,Accidentes Personales,5
430903003,,Accidentes Viajes Aéreos,5
430903004,,Escolares,5
4309040,,De seguros de incendios y líneas aliadas,5
4309050,,De seguros de automotores,5
4309060,,De seguros de otros seguros generales,5
430906001,,Rotura de cristales,5
430906002,,Transporte marítimo,5
430906003,,Transporte aéreo,5
430906004,,Transporte terrestre,5
430906005,,Marítimos casco,5
430906006,,Aviación,5
430906007,,Robo y hurto,5
430906008,,Fidelidad,5
430906009,,Seguro de bancos,5
430906010,,Todo riesgo para contratistas,5
430906011,,Todo riesgo equipo para contratistas,5
430906012,,Rotura de maquinaria,5
430906013,,Montaje contra todo riesgo,5
430906014,,Todo riesgo equipo electrónico,5
430906015,,Calderos,5
430906016,,Lucro cesante por interrupción de negocios,5
430906017,,Lucro cesante rotura de maquinaria,5
430906018,,Responsabilidad civil,5
430906019,,Riesgos profesionales,5
430906020,,Ganadero,5
430906021,,Agrícola,5
430906022,,Domicilio,5
430906023,,Crédito interno,5
430906024,,Crédito a la exportación,5
430906025,,Misceláneos,5
4309070,,Fianzas,5
430907001,,Fidelidad,5
430907002,,Garantía,5
430907003,,Motoristas,5
45,,GASTOS DE ADQUISICION Y CONSERVACION,5
4501,,COMISIONES Y PARTICIPACIONES DE SEGUROS DE VIDA,5
4501010,,De seguros de vida individual de largo plazo,5
4501020,,De vida individual de corto plazo,5
4501030,,De vida colectivo,5
4501040,,De vida otros planes,5
4502,,"COMISIONES Y PARTICIPACIONES DE SEGUROS PREVISIONALES, RENTAS Y PENSIONES",5
4502010,,Rentas de invalidez y sobrevivencia,5
4502020,,Sepelio,5
4502030,,Otras rentas,5
4502040,,Pensiones,5
4503,,COMISIONES Y PARTICIPACIONES DE SEGUROS DE ACCIDENTES Y ENFERMEDADES,5
4503010,,Salud y hospitalización,5
4503020,,Accidentes personales,5
4503030,,Accidentes viajes aéreos,5
4503040,,Escolares,5
4504,,COMISIONES Y PARTICIPACIONES DE SEGUROS DE INCENDIOS Y LINEAS ALIADAS,5
4504010,,Incendios,5
4504020,,Líneas aliadas,5
4505,,COMISIONES Y PARTICIPACIONES DE SEGUROS DE AUTOMOTORES,5
4505010,,Automotores,5
4506,,COMISIONES Y PARTICIPACIONES DE OTROS SEGUROS GENERALES,5
4506010,,Rotura de Cristales,5
4506020,,Transporte marítimo,5
4506030,,Transporte aéreo,5
4506040,,Transporte terrestre,5
4506050,,Marítimos casco,5
4506060,,Aviación,5
4506070,,Robo y hurto,5
4506080,,Fidelidad,5
4506090,,Seguro de bancos,5
4506100,,Todo riesgo para contratistas,5
4506110,,Todo riesgo equipo para contratistas,5
4506120,,Rotura de maquinaria,5
4506130,,Montaje contra todo riesgo,5
4506140,,Todo riesgo equipo electrónico,5
4506150,,Calderos,5
4506160,,Lucro cesante por interrupción de negocios,5
4506170,,Lucro cesante rotura de maquinaria,5
4506180,,Responsabilidad civil,5
4506190,,Riesgos profesionales,5
4506200,,Ganadero,5
4506210,,Agrícola,5
4506220,,Domiciliario,5
4506230,,Crédito interno,5
4506240,,Crédito a la exportación,5
4506250,,Misceláneos,5
4507,,COMISIONES Y PARTICIPACIONES DE FIANZAS,5
4507010,,Fidelidad,5
450701001,,Fianzas directas,5
45070100101,,Iniciales,5
45070100102,,Renovaciones,5
45070100103,,Compensaciones adiocionales sobre primas,5
450701002,,Reafianzamiento tomado,5
450701003,,Coafianzamientos,5
450701009,,Fianzas de filiales,5
45070100901,,Fianzas directas,5
45070100902,,Reafianzamiento tomado,5
45070100903,,Coafianzamientos,5
4507020,,Garantía,5
4507030,,Motoristas,5
4509,,GASTOS DE ADQUISICION Y CONSERVACION CON ASEGURADOS,5
4509010,,Accidentes,5
4509020,,Exoneraciones de pago de primas,5
4509030,,Extraprimas de riesgos anormales,5
4509040,,"Dividendos, cupones y bonos sobre pólizas",5
4509050,,Premios,5
4510,,GASTOS POR OBLIGACIONES CON REASEGURADAS Y REAFIANZADAS,5
4510010,,Gastos por obligaciones en cuenta corriente con reaseguradas,5
4510020,,Gastos por primas retenidas con reaseguradas,5
4510030,,Gastos por obligaciones en cuenta corriente con reafianzadas,5
4510040,,Gastos por primas retenidas con reafianzadas,5
4511,,GASTOS DE COBRANZA DE PRIMAS,5
4511010,,Sueldos,5
4511020,,Remuneraciones extraordinarias,5
4511030,,Aguinaldos y bonificaciones,5
451103001,,Aguinaldos,5
451103002,,Bonificaciones,5
4511040,,Vacaciones,5
4511050,,Capacitación,5
4511060,,Indemnizaciones,5
4511070,,Obligaciones laborales,5
4511080,,Otras prestaciones al personal,5
4511090,,Viáticos,5
4511100,,Transportes,5
4511110,,Comunicaciones,5
451111001,,Servicio telefonico,5
451111002,,Franqueo postal,5
4511120,,Seguros y Fianzas al Personal,5
4511130,,"Papelería, útiles y enseres",5
4511140,,Cuotas patronales de previsión social,5
451114001,,Cuota patronal - I.S.S.S,5
451114002,,Administradora de Fondos de Pensiones,5
451114003,,Unidad de pensiones - I.S.S.S,5
4511150,,Legales,5
4511160,,Alquileres y otros gastos,5
4511170,,Uniformes y equipo,5
4511990,,Otros,5
4515,,OTROS GASTOS DE ADQUISICIÓN Y CONSERVACION,5
4515010,,Sueldos,5
4515020,,Remuneraciones extraordinarias,5
4515030,,Aguinaldos y bonificaciones,5
451503001,,Aguinaldos,5
451503002,,Bonificaciones,5
4515040,,Vacaciones,5
4515050,,Capacitación,5
4515060,,Indemnizaciones,5
4515070,,Obligaciones laborales,5
4515080,,Otras prestaciones al personal,5
4515090,,Gastos de representación,5
4515100,,Viáticos,5
4515110,,Transporte,5
451511001,,Combutibles y lubricantes,5
451511002,,Gastos de viaje,5
451511003,,Encomiendas,5
4515120,,Comunicaciones,5
451512001,,Servicios telefonicos,5
451512002,,Franqueo postal,5
4515130,,Publicidad,5
4515140,,Seguros al personal,5
4515150,,"Papelería, útiles y enseres",5
4515160,,Exámenes médicos a los asegurados,5
4515170,,Gastos de inspección de riesgos,5
4515180,,Otros honorarios,5
4515190,,Cuotas patronales de previsión social,5
451519001,,Cuota patronal - I.S.S.S.,5
451519002,,Administradora de Fondos de Pensiones,5
451519003,,Unidad de pensiones - I.S.S.S,5
4515200,,Legales,5
4515210,,Alquileres y otros gastos,5
4515220,,Suscripciones,5
4515230,,Contribuciones,5
4515240,,Adecuación y mantenimiento de locales ajenos,5
4515250,,Mantenimiento de edificio,5
4515260,,Mantenimiento de vehiculos,5
4515270,,Mantenimiento de mobiliario y equipo,5
4515280,,Convenciones de agentes,5
4515290,,Seguridad,5
4515300,,Uniformes y equipo,5
4515310,,Depreciación de bienes muebles,5
4515320,,Depreciación de bienes Inmuebles,5
4515990,,Otros,5
46,,DEVOLUCIONES Y CANCELACIONES DE PRIMAS,5
4601,,DE SEGUROS DE VIDA,5
4601010,,Devoluciones y cancelaciones de vida individual de largo plazo,5
4601020,,De vida individual de corto plazo,5
4601030,,De vida colectivo,5
4601040,,De vida otros planes,5
4602,,DE SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
4602010,,Rentas de invalidez y sobrevivencia,5
4602020,,Sepelio,5
4602030,,Otras rentas,5
4602040,,Pensiones,5
4603,,DE ACCIDENTES Y ENFERMEDADES,5
4603010,,Salud y hospitalización,5
4603020,,Accidentes personales,5
4603030,,Accidentes viajes aéreos,5
4603040,,Escolares,5
4604,,DE INCENDIOS Y LINEAS ALIADAS,5
4604010,,Incendios,5
4604020,,Líneas aliadas,5
4605,,DE AUTOMOTORES,5
4605010,,Automotores,5
4606,,OTROS SEGUROS GENERALES,5
4606010,,Rotura de Cristales,5
4606020,,Transporte marítimo,5
4606030,,Transporte aéreo,5
4606040,,Transporte terrestre,5
4606050,,Marítimos casco,5
4606060,,Aviación,5
4606070,,Robo y hurto,5
4606080,,Fidelidad,5
4606090,,Seguro de bancos,5
4606100,,Todos riesgo para contratistas,5
4606110,,Todo riesgo equipo para contratistas,5
4606120,,Rotura de maquinaria,5
4606130,,Montaje contra todo riesgo,5
4606140,,Todo riesgo equipo electrónico,5
4606150,,Calderos,5
4606160,,Lucro cesante por interrupción de negocios,5
4606170,,Lucro cesante rotura de maquinaria,5
4606180,,Responsabilidad civil,5
4606190,,Riesgos profesionales,5
4606200,,Ganadero,5
4606210,,Agrícola,5
4606220,,Domiciliario,5
4606230,,Crédito interno,5
4606240,,Crédito a la exportación,5
4606250,,Misceláneos,5
4607,,DE FIANZAS,5
4607010,,Fidelidad,5
4607020,,Garantía,5
4607030,,Motoristas,5
47,,GASTOS FINANCIEROS Y DE INVERSION,5
4701,,POR OBLIGACIONES FINANCIERAS Y OTROS PASIVOS,5
4701010,,Gastos por obligaciones con instituciones financieras,5
470101001,,Intereses,5
470101002,,Comisiones,5
4701020,,Gastos por obligaciones con instituciones financieras extranjeras,5
4701030,,Gastos por obligaciones con instituciones no financieras,5
4701040,,Gastos por valores vendidos en reporto,5
4701050,,Gastos por obligaciones con filiales,5
4701060,,Gastos por cuentas por pagar,5
4701090,,Gastos financieros por otros pasivos,5
4702,,PROVISIONES PARA DESVALORIZACION DE INVERSION,5
4702010,,Constitución de provisiones para desvalorización de inversiones en valores,5
4703,,PROVISIONES PARA CREDITOS,5
4703010,,Constitución de provisiones para préstamos vigentes,5
4703020,,Constitución de provisiones para préstamos refinanciados,5
4703030,,Constitución de provisiones para préstamos vencidos,5
4704,,PROVISIONES POR SALDOS A CARGO DE,5
4704010,,A cargo de reaseguradores,5
4704020,,A cargo de reafianzadores,5
4704030,,Por cobrar diversas,5
4708,,GASTOS POR DIFERENCIAS DE CAMBIO,5
4708010,,Gastos por diferencias de cambio,5
4709,,GASTOS DE OFICINA PRINCIPAL Y SUCURSALES,5
4709010,,Gastos por oficina principal,5
4709020,,Gastos por sucursales,5
48,,GASTOS DE ADMINISTRACION,5
4801,,DE PERSONAL,5
4801010,,Sueldos,5
4801020,,Remuneraciones extraordinarias,5
4801030,,Aguinaldos y bonificaciones,5
480103001,,Aguinaldos,5
480103002,,Bonificaciones,5
4801040,,Vacaciones,5
4801050,,Capacitación,5
4801060,,Indemnizaciones,5
4801070,,Obligaciones laborales,5
4801080,,Otras prestaciones al personal,5
480108001,,Recreación del personal,5
480108002,,Asistencia medico dental,5
480108003,,Uniformes y equipo,5
4801090,,Gastos de representación,5
4801100,,Cuota patronales de prevision social,5
480110001,,Cuota patronal - I.S.S.S,5
480110002,,Administradora de Fondos de Pensiones,5
480110003,,Unidad de pensiones - I.S.S.S,5
4802,,DE DIRECTORES,5
4802010,,Dietas,5
4802020,,Gestión de negocios y representación,5
4802090,,Otros gastos del directorio,5
4803,,POR SERVICIOS RECIBIDOS DE TERCEROS,5
4803010,,Vigilancia y protección,5
4803020,,Transporte,5
4803030,,Comunicación,5
480303001,,Servicio telefonico,5
480303002,,Franqueo postal,5
480303003,,Servicio de internet,5
480303004,,Contribución especial para la seguridad ciudadana y convivencia (4),5
4803040,,Custodia de valores,5
4803050,,Informática,5
4803060,,Honorarios profesionales,5
4803070,,Electricidad y agua,5
4803080,,Auditoría externa,5
4803090,,Publicidad,5
4803100,,Limpieza y fumigación,5
4803110,,Mantenimiento de oficina,5
4803120,,Reparación y mantenimiento de vehículos,5
4803130,,Mantenimiento de muebles y equipo,5
4803140,,Viáticos,5
4803150,,Suscripciones,5
4803160,,Contribuciones,5
4803170,,Encomiendas,5
4803180,,Conservacion y Mantenimiento de edificio,5
4803190,,Otros gastos por servicios,5
4804,,POR SEGUROS,5
4804010,,Seguros sobre dinero y valores,5
4804020,,Seguros para bienes,5
4804030,,Seguros al personal,5
4804090,,Otros seguros,5
4805,,IMPUESTOS Y CONTRIBUCIONES,5
4805010,,Impuestos municipales,5
4805020,,Cuotas por fiscalización a la Superintendencia,5
4805030,,Contribuciones especiales por ley – Plan de seguridad ciudadana (4),5
4805090,,Otros impuestos y contribuciones,5
4806,,DEPRECIACION,5
4806010,,De edificios e instalaciones,5
4806020,,De mobiliario y equipo,5
4806030,,De equipos de transporte,5
4806040,,De bienes tomados en arrendamiento financiero,5
4806050,,De otros bienes de uso diverso,5
4806060,,De instalaciones y mejoras en propiedades tomadas en alquiler,5
4807,,PROVISIÓN DE ACTIVOS EXTRAORDINARIOS,5
4807010,,Provisión de activos extraordinarios,5
4808,,AMORTIZACION DE GASTOS,5
4808010,,De gastos de organización e instalación,5
4808020,,De gastos de reorganización administrativa,5
4809,,GASTOS DIVERSOS,5
4809010,,Alquiler de bienes,5
4809020,,Papelería y útiles,5
4809030,,Materiales y útiles de limpieza,5
4809040,,Multas impuestas por la Superintendencia,5
4809050,,Multas diversas,5
4809070,,Gastos por conservación y mantenimiento de bienes extraordinarios,5
4809080,,Combustibles y lubricantes,5
4809090,,Otros gastos diversos,5
49,,GASTOS EXTRAORDINARIOS Y DE EJERCICIOS ANTERIORES,5
4901,,GASTOS EXTRAORDINARIOS,5
4901010,,Pérdidas por siniestros de bienes propios,5
4901020,,Pérdidas en venta de bienes,5
4901030,,Castigo de rendimientos de disponibles,5
4901040,,Castigo de rendimientos de inversiones en valores,5
4901050,,Castigos de rendimientos de préstamos,5
4901060,,Castigo de rendimientos de inversiones permanentes,5
4901090,,Otros gastos extraordinarios,5
490109001,,Fantante de caja y Valores,5
490109002,,Saneamiento de Otros Activos,5
490109009,,Otros,5
4902,,GASTOS DE EJERCICIOS ANTERIORES,5
4902010,,Gastos financieros y de inversión,5
4902020,,Gastos de administración,5
4902090,,Otros gastos de ejercicios anteriores,5
5,,INGRESOS,5
51,,PRIMAS PRODUCTOS,5
5101,,DE SEGUROS DE VIDA,5
5101010,,Individual de largo plazo,5
5101020,,De vida individual de corto plazo,5
5101030,,Colectivo,5
5101040,,Otros planes,5
5102,,DE SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
5102010,,Rentas de invalidez y sobrevivencia,5
5102020,,Sepelio,5
5102030,,Otras rentas,5
5102040,,Pensiones,5
5103,,SEGUROS DE ACCIDENTES Y ENFERMEDADES,5
5103010,,Salud y hospitalización,5
5103020,,Accidentes personales,5
5103030,,Accidentes viajes aéreos,5
5103040,,Escolares,5
5104,,DE SEGUROS DE INCENDIOS Y LINEAS ALIADAS,5
5104010,,Incendios,5
5104020,,Líneas aliadas,5
5104030,,Terremoto (1),5
5105,,DE SEGUROS DE AUTOMOTORES,5
5105010,,Automotores,5
5106,,DE OTROS SEGUROS GENERALES,5
5106010,,Rotura de Cristales,5
5106020,,Transporte marítimo,5
5106030,,Transporte aéreo,5
5106040,,Transporte terrestre,5
5106050,,Marítimos casco,5
5106060,,Aviación,5
5106070,,Robo y hurto,5
5106080,,Fidelidad,5
5106090,,Seguro de bancos,5
5106100,,Todo riesgo para contratistas,5
5106110,,Todo riesgo equipo para contratistas,5
5106120,,Rotura de maquinaria,5
5106130,,Montaje contra todo riesgo,5
5106140,,Todo riesgo equipo electrónico,5
5106150,,Calderos,5
5106160,,Lucro cesante por interrupción de negocios,5
5106170,,Lucro cesante rotura de maquinaria,5
5106180,,Responsabilidad civil,5
5106190,,Riesgos profesionales,5
5106200,,Ganadero,5
5106210,,Agrícola,5
5106220,,Domiciliario,5
5106230,,Crédito interno,5
5106240,,Crédito a la exportación,5
5106250,,Misceláneos,5
5107,,DE FIANZAS,5
5107010,,Fidelidad,5
5107020,,Garantía,5
5107030,,Motoristas,5
52,,INGRESO POR DECREMENTO DE RESERVAS TECNICAS Y CONTINGENCIAL DE FIANZAS (3),5
5201,,DE SEGUROS DE VIDA,5
5201010,,Matemáticas de vida individual de largo plazo,5
5201020,,De riesgos en curso de vida individual de corto plazo,5
5201030,,De riesgos en curso de vida colectivo,5
5201040,,De riesgos en curso de otros planes,5
5201090,,Ajuste de reservas adicionales de seguro de vida,5
52010901,,Seguros Directos,5
52010900101,,De accidentes,5
52010900102,,De exoneración del pago de primas,5
52010900303,,De extra primas y riesgos tarados,5
52010900404,,"De dividendos, cupones y bonos sobre pólizas",5
52010900505,,De capitales complementarios,5
52010900909,,Diversas,5
520109002,,Reaseguros tomados,5
520109003,,Coaseguros,5
520109009,,Seguros con filiales,5
52010900101,,Seguro directo,5
52010900202,,Reaseguro tomado,5
52010900303,,Coaseguro,5
5202,,"MATEMATICAS DE SEGUROS PREVISIONALES, RENTAS Y PENSIONES",5
5202010,,Rentas de invalidez y sobrevivencia,5
520201001,,Seguros directos,5
52020100101,,Rentas Ciertas,5
52020100102,,Rentas Temporales,5
52020100103,,Rentas Vitalicias,5
52020100109,,Otros Planes,5
520201002,,Reaseguros tomados,5
520201003,,Coaseguros,5
520201009,,Seguros con filiales,5
52020100901,,Seguro directo,5
52020100902,,Reaseguro tomado,5
52020100903,,Coaseguro,5
5202020,,Sepelio,5
5202030,,Otras rentas,5
5202040,,Pensiones,5
5203,,PARA RIESGOS EN CURSO DE ACCIDENTES Y ENFERMEDADES,5
5203010,,Salud y hospitalización,5
5203020,,Accidentes personales,5
5203030,,Accidentes viajes aéreos,5
5203040,,Escolares,5
5204,,DE RIESGOS EN CURSO DE INCENDIOS Y LINEAS ALIADAS,5
5204010,,Incendios,5
5204020,,Líneas aliadas,5
5205,,AUTOMOTORES (1),5
5205010,,Automotores,5
5206,,DE RIESGOS EN CURSO-OTROS SEGUROS GENERALES,5
5206010,,Rotura de Cristales,5
5206020,,Transporte marítimo,5
5206030,,Transporte aéreo,5
5206040,,Transporte terrestre,5
5206050,,Marítimos casco,5
5206060,,Aviación,5
5206070,,Robo y hurto,5
5206080,,Fidelidad,5
5206090,,Seguro de bancos,5
5206100,,Todo riesgo para contratista,5
5206110,,Todo riesgo equipo para contratistas,5
5206120,,Rotura de maquinaria,5
5206130,,Montaje contra todo riesgo,5
5206140,,Todo riesgo equipo electrónico,5
5206150,,Calderos,5
5206160,,Lucro cesante por interrupción de negocios,5
5206170,,Lucro cesante rotura de maquinaria,5
5206180,,Responsabilidad civil,5
5206190,,Riesgos profesionales,5
5206200,,Ganadero,5
5206210,,Agrícola,5
5206220,,Domiciliario,5
5206230,,Crédito interno,5
5206240,,Crédito a la exportación,5
5206250,,Misceláneos,5
5207,,DE RIESGOS EN CURSO DE FIANZAS,5
5207010,,Fidelidad,5
5207020,,Garantía,5
5207030,,Motoristas,5
5208,,DE PREVISION Y CONTINGENCIAL DE FIANZAS,5
5208010,,Reservas de previsión para riesgo contingencial de terremotos,5
5208020,,Reservas de previsión para seguros especiales,5
5208030,,Reservas de previsión de para otros riesgos cíclicos o fluctuantes,5
5208040,,Reserva Contingencial de Fianzas (3),5
52,,INGRESOS POR DECREMENTO DE RESERVAS TÉCNICAS (1),5
5209,,RECLAMOS EN TRÁMITE,5
5209010,,De seguros de vida,5
5209020,,De seguros previsionales rentas y pensiones,5
5209030,,De seguros de accidentes y enfermedades,5
520903001,,Salud y hospitalización,5
520903002,,Accidentes Personales,5
520903003,,Accidentes Viajes Aéreos,5
520903004,,Escolares,5
5209040,,De seguros de incendios y líneas aliadas,5
5209050,,De seguros de automotores,5
5209060,,De seguros de otros seguros generales,5
520906001,,Rotura de cristales,5
520906002,,Transporte marítimo,5
520906003,,Transporte aéreo,5
520906004,,Transporte terrestre,5
520906005,,Marítimos casco,5
520906006,,Aviación,5
520906007,,Robo y hurto,5
520906008,,Fidelidad,5
520906009,,Seguro de bancos,5
520906010,,Todo riesgo para contratistas,5
520906011,,Todo riesgo equipo para contratistas,5
520906012,,Rotura de maquinaria,5
520906013,,Montaje contra todo riesgo,5
520906014,,Todo riesgo equipo electrónico,5
520906015,,Calderos,5
520906016,,Lucro cesante por interrupción de negocios,5
520906017,,Lucro cesante rotura de maquinaria,5
520906018,,Responsabilidad civil,5
520906019,,Riesgos profesionales,5
520906020,,Ganadero,5
520906021,,Agrícola,5
520906022,,Domicilio,5
520906023,,Crédito interno,5
520906024,,Crédito a la exportación,5
520906025,,Misceláneos,5
5209070,,Fianzas,5
520907001,,Fidelidad,5
520907002,,Garantía,5
520907003,,Motoristas,5
54,,SINIESTROS Y GASTOS RECUPERADOS POR REASEGUROS Y REAFIANZAMIENTOS CEDIDOS,5
5401,,DE SEGUROS DE VIDA,5
5401010,,Siniestros recuperados de vida individual de largo plazo,5
5401020,,De vida individual de corto plazo,5
5401030,,Colectivo,5
5401040,,Otros planes,5
5402,,DE SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
5402010,,Rentas de invalidez y sobrevivencia,5
5402020,,Sepelio,5
5402030,,Otras rentas,5
5402040,,Pensiones,5
5403,,DE SEGUROS DE ACCIDENTES Y ENFERMEDADES,5
5403010,,Salud y hospitalización,5
5403020,,Accidentes personales,5
5403030,,Accidentes viajes aéreos,5
5403040,,Escolares,5
5404,,DE SEGUROS DE INCENDIOS Y LINEAS ALIADAS,5
5404010,,Incendios,5
5404020,,Líneas aliadas,5
5405,,DE SEGUROS AUTOMOTORES,5
5405010,,Automotores,5
5406,,DE OTROS SEGUROS GENERALES,5
5406010,,Rotura de Cristales,5
5406020,,Transporte marítimo,5
5406030,,Transporte aéreo,5
5406040,,Transporte terrestre,5
5406050,,Marítimos casco,5
5406060,,Aviación,5
5406070,,Robo y hurto,5
5406080,,Fidelidad,5
5406090,,Seguro de bancos,5
5406100,,Todo riesgo para contratistas,5
5406110,,Todo riesgo equipo para contratistas,5
5406120,,Rotura de maquinaria,5
5406130,,Montaje contra todo riesgo,5
5406140,,Todo riesgo equipo electrónico,5
5406150,,Calderos,5
5406160,,Lucro cesante por interrupción de negocios,5
5406170,,Lucro cesante rotura de maquinaria,5
5406180,,Responsabilidad civil,5
5406190,,Riesgos profesionales,5
5406200,,Ganadero,5
5406210,,Agrícola,5
5406220,,Domiciliario,5
5406230,,Crédito interno,5
5406240,,Crédito a la exportación,5
5406250,,Misceláneos,5
5407,,DE FIANZAS,5
5407010,,Fidelidad,5
5407020,,Garantía,5
5407030,,Motoristas,5
5408,,RECUPERACION DE GASTOS DE LIQUIDACION DE SINIESTROS,5
5408010,,DE SINIESTROS DE SEGUROS DE VIDA,5
540801001,,Recuperación de gastos de liquidación de vida individual de largo plazo,5
540801002,,Recuperación de gastos de liquidación de vida individual de corto plazo,5
540801003,,Recuperación de gastos de liquidación de vida colectivo,5
540801004,,Recuperación de gastos de liquidación de vida-otros planes,5
5408020,,DE SINIESTROS DE SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
540802001,,Rentas de invalidez y sobrevivencia,5
540802002,,Sepelio,5
540802003,,Otras rentas,5
540802004,,Pensiones,5
5408030,,DE SINIESTROS DE SEGUROS DE ACCIDENTES Y ENFERMEDAD,5
540803001,,Salud y hospitalización,5
540803002,,Accidentes personales,5
540803003,,Accidentes viajes aéreos,5
540803004,,Escolares,5
5408040,,DE SINIESTROS DE SEGUROS DE INCENDIOS Y LÍNEAS ALIADAS,5
540804001,,Incendios,5
540804002,,Líneas aliadas,5
5408050,,DE SINIESTROS DE SEGUROS DE AUTOMOTORES,5
540805001,,Automotores,5
5408060,,DE SINIESTROS DE OTROS SEGUROS GENERALES,5
540806001,,Rotura de Cristales,5
540806002,,Transporte marítimo,5
540806003,,Transporte aéreo,5
540806004,,Transporte terrestre,5
540806005,,Marítimos casco,5
540806006,,Aviación,5
540806007,,Robo y hurto,5
540806008,,Fidelidad,5
540806009,,Seguro de bancos,5
540806010,,Todo riesgo para contratistas,5
540806011,,Todo riesgo equipo para contratistas,5
540806012,,Rotura de maquinaria,5
540806013,,Montaje contra todo riesgo,5
540806014,,Todo riesgo equipo electrónico,5
540806015,,Calderos,5
540806016,,Lucro cesante por interrupción de negocios,5
540806017,,Lucro cesante rotura de maquinaria,5
540806018,,Responsabilidad civil,5
540806019,,Riesgos profesionales,5
540806020,,Ganadero,5
540806021,,Agrícola,5
540806022,,Domiciliario,5
540806023,,Crédito interno,5
540806024,,Crédito a la exportación,5
540806025,,Misceláneos,5
5408070,,DE SINIESTROS DE FIANZAS,5
540807001,,Fidelidad,5
540807002,,Garantía,5
540807003,,Motoristas,5
55,,REEMBOLSOS DE GASTOS POR CESIONES DE SEGUROS Y FIANZAS (1),5
5501,,DE SEGUROS DE VIDA,5
5501010,,Ingresos por comisiones y participaciones de vida individual de largo plazo,5
5501020,,De vida individual de corto plazo,5
5501030,,Colectivo,5
5501040,,Otros planes,5
5502,,DE SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
5502010,,Rentas de invalidez y sobrevivencia,5
5502020,,Sepelio,5
5502030,,Otras rentas,5
5502040,,Pensiones,5
5503,,DE SEGUROS DE ACCIDENTES Y ENFERMEDADES,5
5503010,,Salud y hospitalización,5
5503020,,Accidentes personales,5
5503030,,Accidentes viajes aéreos,5
5503040,,Escolares,5
5504,,DE SEGUROS DE INCENDIOS Y LINEAS ALIADAS,5
5504010,,Incendios,5
5504020,,Líneas aliadas,5
5505,,DE SEGUROS DE AUTOMOTORES,5
5505010,,Automotores,5
5506,,DE OTROS SEGUROS GENERALES,5
5506010,,Rotura de Cristales,5
5506020,,Transporte marítimo,5
5506030,,Transporte aéreo,5
5506040,,Transporte terrestre,5
5506050,,Marítimos casco,5
5506060,,Aviación,5
5506070,,Robo y hurto,5
5506080,,Fidelidad,5
5506090,,Seguro de bancos,5
5506100,,Todo riesgo para contratistas,5
5506110,,Todo riesgo equipo para contratistas,5
5506120,,Rotura de maquinaria,5
5506130,,Montaje contra todo riesgo,5
5506140,,Todo riesgo equipo electrónico,5
5506150,,Calderos,5
5506160,,Lucro cesante por interrupción de negocios,5
5506170,,Lucro cesante rotura de maquinaria,5
5506180,,Responsabilidad civil,5
5506190,,Riesgos profesionales,5
5506200,,Ganadero,5
5506210,,Agrícola,5
5506220,,Domiciliario,5
5506230,,Crédito interno,5
5506240,,Crédito a la exportación,5
5506250,,Misceláneos,5
5507,,DE FIANZAS,5
5507010,,Fidelidad,5
5507020,,Garantía,5
5507030,,Motoristas,5
56,,SALVAMENTOS Y RECUPERACIONES,5
5601,,DE SEGUROS DE VIDA,5
5601010,,Reintegros de seguros de vida individual de largo plazo,5
5601020,,De vida individual de corto plazo,5
5601030,,Colectivo,5
5601040,,Otros planes,5
5602,,DE SEGUROS PREVISIONALES RENTAS Y PENSIONES,5
5602010,,Rentas de invalidez y sobrevivencia,5
5602020,,Sepelio,5
